GDS Record Locator,Reservation Date,Car Pick Up Date,Car Drop Off Date,Car Chain Code,Car Chain Name,Car Pick Up City,Car Pick Up State,Car Drop Off City,Car Drop Off State,Car Rental Days,Car Daily Rate,Car Category,Online Indicator
NYAVKD,2/10/12,2/15/12,2/16/12,ET,ENTERPRISE CARS,Salt Lake City,UT,Salt Lake City,UT,1,27.00,Compact,Y
NYCCLL,8/9/13,8/11/13,8/15/13,ET,ENTERPRISE CARS,Kansas City,MO,Kansas City,MO,4,36.00,Compact,N
NYFCJB,11/11/11,11/16/11,11/17/11,ET,ENTERPRISE CARS,West Palm Beach,FL,West Palm Beach,FL,1,30.00,Compact,Y
NYGBSL,3/21/11,3/23/11,3/25/11,ZE,HERTZ RENT A CAR,Chicago-OHare,IL,Chicago-OHare,IL,2,75.00,Full Size,N
NYGJJX,6/17/11,6/22/11,6/22/11,ZT,THRIFTY RENT A CAR,Dallas,TX,Dallas,TX,1,30.00,Compact,Y
NYJPNO,9/21/12,9/26/12,9/28/12,ZR,DOLLAR RENT A CAR,Dallas,TX,Dallas,TX,2,38.00,Compact,Y
NYJWNN,6/9/11,6/13/11,6/15/11,ZI,AVIS RENT A CAR,Pierre,SD,Pierre,SD,2,43.00,Compact,Y
NYKESQ,12/13/10,12/14/10,12/15/10,ZD,BUDGET RENT A CAR,Reno,NV,Reno,NV,1,33.00,Intermediate,N
NYMHJD,5/31/12,6/4/12,6/6/12,ZL,NATIONAL CAR RENTAL,Minneapolis/St Paul,MN,Minneapolis/St Paul,MN,2,49.00,Intermediate,N
NYNXSL,10/18/10,10/27/10,10/28/10,ZL,NATIONAL CAR RENTAL,Dayton,OH,Dayton,OH,1,46.00,Intermediate,Y
NYNZMQ,11/10/10,11/17/10,11/17/10,ZR,DOLLAR RENT A CAR,Washington DC,DC,Washington DC,DC,1,33.00,Compact,N
NYOMZX,4/18/11,4/20/11,4/21/11,ZL,NATIONAL CAR RENTAL,Jackson/Vicksburg,MS,Jackson/Vicksburg,MS,1,36.00,Intermediate,N
NYRRWF,9/21/12,9/25/12,9/27/12,ET,ENTERPRISE CARS,Columbus,OH,Columbus,OH,2,28.00,Compact,N
NYSXGD,11/16/10,11/18/10,11/19/10,ZI,AVIS RENT A CAR,Austin,TX,Austin,TX,1,52.00,Intermediate,N
NYSXJD,6/11/12,6/19/12,6/20/12,AL,ALAMO RENT A CAR,Orlando-Intl,FL,Orlando-Intl,FL,1,11.00,Compact,N
NYSXJD,6/11/12,6/19/12,6/20/12,AL,ALAMO RENT A CAR,Orlando-Intl,FL,Orlando-Intl,FL,1,85.98,Compact,N
NYTGBF,7/23/12,7/24/12,7/25/12,ZR,DOLLAR RENT A CAR,San Diego,CA,San Diego,CA,1,38.00,Intermediate,N
NYTNUN,6/7/12,6/12/12,6/15/12,ET,ENTERPRISE CARS,Tucson,AZ,Tucson,AZ,3,30.00,Intermediate,Y
NYUJDE,10/21/10,1/5/11,1/6/11,ZL,NATIONAL CAR RENTAL,Dallas/Ft Worth,TX,Dallas/Ft Worth,TX,1,40.00,Intermediate,Y
NYUKPD,2/3/12,2/8/12,2/9/12,ZL,NATIONAL CAR RENTAL,El Paso,TX,El Paso,TX,1,57.00,Intermediate,N
NYUTKR,3/8/12,3/13/12,3/15/12,ZL,NATIONAL CAR RENTAL,Kansas City-Intl,MO,Kansas City-Intl,MO,2,51.00,Compact,Y
NYWP4G,10/22/10,10/27/10,10/28/10,ZD,BUDGET RENT A CAR,Pierre,SD,Pierre,SD,1,46.00,Intermediate,Y
NYWPKP,7/27/11,8/1/11,8/3/11,ET,ENTERPRISE CARS,Little Rock,AR,Little Rock,AR,2,34.00,Compact,Y
NYX6GV,10/18/10,10/19/10,10/20/10,ZD,BUDGET RENT A CAR,Oakland,CA,Oakland,CA,1,66.00,Compact,N
NYX6NE,10/18/10,10/20/10,10/22/10,ZD,BUDGET RENT A CAR,Las Vegas,NV,Las Vegas,NV,2,32.00,Compact,N
NYYHNP,11/10/10,11/15/10,11/15/10,ZR,DOLLAR RENT A CAR,Cleveland,OH,Cleveland,OH,1,49.00,Compact,N
NYZDQI,9/12/12,9/17/12,9/18/12,ZL,NATIONAL CAR RENTAL,Minot,ND,Minot,ND,1,43.00,Intermediate,Y
NYZHCC,10/27/11,11/2/11,11/2/11,ET,ENTERPRISE CARS,Detroit-Metro,MI,Detroit-Metro,MI,1,31.00,Compact,N
NYZX38,10/21/10,10/24/10,10/28/10,AD,ADVANTAGE,Denver,CO,Denver,CO,4,40.97,Standard,Y
NYZXO6,10/18/10,10/19/10,10/20/10,ZT,THRIFTY RENT A CAR,Detroit-Metro,MI,Detroit-Metro,MI,1,54.00,Intermediate,N
NZ8RQ6,10/21/10,10/31/10,11/5/10,AL,ALAMO RENT A CAR,Albuquerque,NM,Albuquerque,NM,5,19.80,Economy,Y
NZADOP,5/18/12,5/20/12,5/23/12,ZI,AVIS RENT A CAR,Washington DC,DC,Washington DC,DC,3,37.33,Intermediate,N
NZADY6,10/21/10,11/3/10,11/5/10,AL,ALAMO RENT A CAR,Columbus,OH,Columbus,OH,2,45.00,Compact,Y
NZBQKO,8/31/12,9/4/12,9/6/12,ET,ENTERPRISE CARS,Phoenix,AZ,Phoenix,AZ,2,32.00,Compact,Y
NZBXQ7,10/18/10,10/19/10,10/20/10,ZL,NATIONAL CAR RENTAL,Tampa/St Petersburg,FL,Tampa/St Petersburg,FL,1,23.00,Compact,N
NZBYRA,1/19/11,1/24/11,1/25/11,ET,ENTERPRISE CARS,St. Louis,MO,St. Louis,MO,1,21.00,Compact,Y
NZCAP6,10/18/10,10/21/10,10/22/10,ZI,AVIS RENT A CAR,Fargo,ND,Fargo,ND,1,61.00,Economy,Y
NZDMKT,11/4/11,11/7/11,11/7/11,ZR,DOLLAR RENT A CAR,Kahului/Maui,HI,Kahului/Maui,HI,1,65.00,Compact,N
NZED4Q,10/27/10,10/29/10,10/30/10,ZL,NATIONAL CAR RENTAL,Gulfport/Biloxi,MS,Gulfport/Biloxi,MS,1,36.00,Intermediate,N
NZEZIJ,7/18/13,7/23/13,7/25/13,ZT,THRIFTY RENT A CAR,San Diego,CA,San Diego,CA,2,26.00,Compact,Y
NZFHJT,4/24/13,4/29/13,5/3/13,ZI,AVIS RENT A CAR,Jackson/Vicksburg,MS,Jackson/Vicksburg,MS,4,47.50,Compact,N
NZFWEB,11/5/10,11/9/10,11/10/10,ZT,THRIFTY RENT A CAR,Orange County-John Wayne,CA,Orange County-John Wayne,CA,1,39.00,Intermediate,N
NZG7DY,10/18/10,10/20/10,10/20/10,ZR,DOLLAR RENT A CAR,Little Rock,AR,Little Rock,AR,1,29.00,Compact,N
NZGAUO,4/12/11,4/13/11,4/13/11,ET,ENTERPRISE CARS,Dallas/Ft Worth,TX,Dallas/Ft Worth,TX,1,45.00,Compact,N
NZGOLQ,2/2/12,2/7/12,2/10/12,ET,ENTERPRISE CARS,Phoenix,AZ,Phoenix,AZ,3,26.00,Compact,N
NZGOLQ,2/2/12,2/7/12,2/10/12,ET,ENTERPRISE CARS,Phoenix,AZ,Phoenix,AZ,3,26.00,Compact,Y
NZGUYV,10/22/10,10/25/10,10/30/10,AL,ALAMO RENT A CAR,Burbank,CA,Burbank,CA,5,24.60,Compact,Y
NZJCRO,10/7/11,10/13/11,10/13/11,ZT,THRIFTY RENT A CAR,Albuquerque,NM,Albuquerque,NM,1,11.00,Standard,Y
NZJM8R,10/22/10,10/31/10,11/1/10,ZE,HERTZ RENT A CAR,San Diego,CA,San Diego,CA,1,19.00,Compact,N
NZJYIS,6/21/13,6/26/13,6/28/13,ZR,DOLLAR RENT A CAR,El Paso,TX,El Paso,TX,2,20.00,Compact,Y
NZJZIK,2/1/12,2/13/12,2/14/12,ZL,NATIONAL CAR RENTAL,Kansas City-Intl,MO,Kansas City-Intl,MO,1,55.00,Intermediate,N
NZJZZP,11/10/11,11/15/11,11/18/11,ZD,BUDGET RENT A CAR,San Juan,PR,San Juan,PR,3,28.00,Compact,Y
NZMNVS,2/9/11,2/13/11,2/17/11,ZI,AVIS RENT A CAR,Jackson/Vicksburg,MS,Jackson/Vicksburg,MS,4,40.00,Intermediate,N
NZNWFD,6/9/11,6/15/11,6/17/11,ET,ENTERPRISE CARS,Newport News,VA,Newport News,VA,2,27.00,Economy,Y
NZOJNG,9/20/11,9/22/11,9/22/11,ZR,DOLLAR RENT A CAR,Tulsa,OK,Tulsa,OK,1,34.00,Intermediate,N
NZPXIN,1/5/11,1/6/11,1/6/11,AL,ALAMO RENT A CAR,Miami,FL,Miami,FL,1,23.00,Intermediate,N
NZQOAR,9/5/12,9/10/12,9/11/12,ZR,DOLLAR RENT A CAR,San Antonio,TX,San Antonio,TX,1,19.00,Economy,Y
NZRDFG,2/10/12,2/15/12,2/15/12,ZL,NATIONAL CAR RENTAL,Kansas City-Intl,MO,Kansas City-Intl,MO,1,55.00,Intermediate,Y
NZTGIC,7/26/12,7/30/12,8/3/12,ET,ENTERPRISE CARS,Indianapolis,IN,Indianapolis,IN,4,48.00,Compact,Y
NZXFNF,8/15/13,8/19/13,8/23/13,ZL,NATIONAL CAR RENTAL,Cincinnati,OH,Cincinnati,OH,4,38.00,Intermediate,Y
NZXPHX,3/7/13,3/12/13,3/13/13,ZR,DOLLAR RENT A CAR,Memphis,TN,Memphis,TN,1,33.00,Compact,Y
NZYCKS,8/25/11,8/30/11,8/31/11,ZR,DOLLAR RENT A CAR,Los Angeles,CA,Los Angeles,CA,1,23.00,Compact,Y
O225RE,11/12/10,11/16/10,11/17/10,ZR,DOLLAR RENT A CAR,Louisville,KY,Louisville,KY,1,19.00,Intermediate,N
OA8NJ5,10/22/10,10/25/10,10/28/10,ET,ENTERPRISE CARS,Charlotte,NC,Charlotte,NC,3,29.00,Economy,Y
OA8ZG3,10/25/10,10/26/10,10/27/10,ZL,NATIONAL CAR RENTAL,Miami,FL,Miami,FL,1,17.00,Intermediate,N
OAAHGE,10/12/11,10/13/11,10/14/11,ET,ENTERPRISE CARS,Austin,TX,Austin,TX,1,24.00,Intermediate,N
OAANNU,10/22/10,10/26/10,10/28/10,ZD,BUDGET RENT A CAR,El Paso,TX,El Paso,TX,2,29.00,Intermediate,N
OAASYA,6/8/11,6/13/11,6/16/11,ZI,AVIS RENT A CAR,Jackson/Vicksburg,MS,Jackson/Vicksburg,MS,3,38.00,Compact,N
OABCTC,8/23/13,8/27/13,8/29/13,ZI,AVIS RENT A CAR,Casper,WY,Casper,WY,2,48.00,Compact,Y
OACBCS,8/20/12,8/23/12,8/23/12,ET,ENTERPRISE CARS,Billings,MT,Billings,MT,1,30.00,Economy,Y
OAEOEA,10/22/10,10/26/10,10/26/10,ZR,DOLLAR RENT A CAR,Memphis,TN,Memphis,TN,1,42.00,Intermediate,N
OAFJVL,2/21/13,2/26/13,2/26/13,ZE,HERTZ RENT A CAR,Grand Rapids,MI,Grand Rapids,MI,1,44.00,Compact,Y
OAFX4S,10/22/10,10/27/10,10/29/10,ET,ENTERPRISE CARS,Grand Rapids,MI,Grand Rapids,MI,2,25.00,Compact,Y
OAGPHR,2/7/11,2/9/11,2/10/11,ZR,DOLLAR RENT A CAR,Charleston,SC,Charleston,SC,1,46.00,Compact,N
OAGTUR,11/30/11,12/5/11,12/7/11,ZI,AVIS RENT A CAR,San Juan,PR,San Juan,PR,2,25.00,Economy,Y
OAGUU8,10/28/10,10/28/10,10/30/10,ZE,HERTZ RENT A CAR,Jackson/Vicksburg,MS,Jackson/Vicksburg,MS,2,35.00,Compact,N
OAH3HB,10/22/10,10/26/10,10/27/10,ZE,HERTZ RENT A CAR,Fargo,ND,Fargo,ND,1,45.00,Compact,N
OAHHWK,12/5/11,12/6/11,12/11/11,ZL,NATIONAL CAR RENTAL,Orange County-John Wayne,CA,Orange County-John Wayne,CA,5,30.80,Compact,N
OAHPTW,7/12/13,7/16/13,7/17/13,ET,ENTERPRISE CARS,Rapid City,SD,Rapid City,SD,1,27.00,Compact,N
OAI5Y5,10/22/10,10/26/10,10/27/10,ZD,BUDGET RENT A CAR,Gulfport/Biloxi,MS,Gulfport/Biloxi,MS,1,37.00,Compact,N
OAJUPA,4/26/11,4/29/11,4/30/11,AL,ALAMO RENT A CAR,Detroit-Metro,MI,Detroit-Metro,MI,1,13.00,Intermediate,N
OALZEE,10/22/10,10/25/10,10/28/10,ZR,DOLLAR RENT A CAR,Las Vegas,NV,Las Vegas,NV,3,20.00,Intermediate,N
OANAEP,12/7/11,12/12/11,12/15/11,ET,ENTERPRISE CARS,Denver,CO,Denver,CO,3,15.00,Compact,Y
OAQTPY,1/12/12,1/18/12,1/19/12,ZE,HERTZ RENT A CAR,San Diego,CA,San Diego,CA,1,39.00,Compact,Y
OARBD2,10/25/10,10/27/10,10/27/10,ZD,BUDGET RENT A CAR,Indianapolis,IN,Indianapolis,IN,1,43.00,Compact,N
OARBD2,10/25/10,10/27/10,10/29/10,ZE,HERTZ RENT A CAR,Detroit-Metro,MI,Detroit-Metro,MI,2,69.00,Economy,N
OAROVF,11/7/12,11/13/12,11/14/12,ZT,THRIFTY RENT A CAR,San Diego,CA,San Diego,CA,1,19.86,Economy,Y
OASYOJ,2/14/13,2/20/13,2/21/13,ET,ENTERPRISE CARS,Tucson,AZ,Tucson,AZ,1,18.00,Compact,Y
OAUWRZ,1/6/12,1/8/12,1/14/12,ZR,DOLLAR RENT A CAR,Las Vegas,NV,Las Vegas,NV,6,14.33,Compact,N
OBALVG,1/7/13,1/9/13,1/11/13,ZE,HERTZ RENT A CAR,Pittsburgh,PA,Pittsburgh,PA,2,35.00,Compact,Y
OBCNHS,3/16/12,3/19/12,3/23/12,ZD,BUDGET RENT A CAR,Atlanta,GA,Atlanta,GA,4,27.25,Compact,N
OBDJVH,5/4/11,5/9/11,5/10/11,ZI,AVIS RENT A CAR,Orlando-Intl,FL,Orlando-Intl,FL,1,33.00,Compact,N
OBDKGN,12/2/10,12/7/10,12/9/10,ZD,BUDGET RENT A CAR,Dallas,TX,Dallas,TX,2,42.00,Intermediate,N
OBHUVC,1/5/11,1/10/11,1/14/11,ZR,DOLLAR RENT A CAR,Dallas/Ft Worth,TX,Dallas/Ft Worth,TX,4,22.00,Economy,Y
OBJVCK,4/12/12,4/17/12,4/17/12,ZL,NATIONAL CAR RENTAL,Orlando-Intl,FL,Orlando-Intl,FL,1,34.00,Compact,Y
OBKKWH,8/17/11,8/22/11,8/29/11,ET,ENTERPRISE CARS,Dallas/Ft Worth,TX,Dallas/Ft Worth,TX,7,19.71,Compact,N
OBMZLK,8/15/11,8/18/11,8/19/11,ET,ENTERPRISE CARS,San Diego,CA,San Diego,CA,1,15.00,Compact,Y
OBNTGQ,3/2/11,3/6/11,3/18/11,AL,ALAMO RENT A CAR,Portland,OR,Portland,OR,12,15.86,Intermediate,Y
OBOQYO,5/12/11,5/17/11,5/19/11,AL,ALAMO RENT A CAR,Juneau,AK,Juneau,AK,2,36.00,Compact,N
OBQLNZ,10/26/11,10/31/11,11/3/11,ZD,BUDGET RENT A CAR,Dallas/Ft Worth,TX,Dallas/Ft Worth,TX,3,41.00,Compact,Y
OBRBLD,2/14/13,2/20/13,2/21/13,ET,ENTERPRISE CARS,Durango,CO,Durango,CO,1,47.00,Intermediate,N
OBTIUQ,2/23/11,2/28/11,2/28/11,AL,ALAMO RENT A CAR,New Orleans,LA,New Orleans,LA,1,21.00,Compact,Y
OBTJRD,7/30/12,7/31/12,8/2/12,ET,ENTERPRISE CARS,Kansas City-Intl,MO,Kansas City-Intl,MO,2,50.00,Economy,N
OBUBQ4,10/23/10,10/25/10,10/26/10,ZE,HERTZ RENT A CAR,Atlanta,GA,Atlanta,GA,1,76.49,Intermediate,N
OBWUCB,9/20/13,9/23/13,9/26/13,ZL,NATIONAL CAR RENTAL,Cincinnati,OH,Cincinnati,OH,3,38.00,Compact,Y
OBWUCB,9/23/13,9/23/13,9/26/13,ZL,NATIONAL CAR RENTAL,Cincinnati,OH,Cincinnati,OH,3,38.00,Compact,N
OBXBMY,12/2/10,12/6/10,12/7/10,ZD,BUDGET RENT A CAR,Juneau,AK,Juneau,AK,1,71.00,Compact,N
OBYFNN,11/11/10,11/14/10,11/19/10,ZL,NATIONAL CAR RENTAL,San Antonio,TX,San Antonio,TX,5,24.00,Intermediate,Y
OBYWKY,2/16/11,2/22/11,2/25/11,FX,FOX RENT A CAR,San Diego,CA,San Diego,CA,3,21.49,Intermediate,N
OBYXMT,3/7/12,3/12/12,3/16/12,ZR,DOLLAR RENT A CAR,Oakland,CA,Oakland,CA,4,26.25,Economy,Y
OBZOWU,4/5/11,4/7/11,4/7/11,ET,ENTERPRISE CARS,St. Louis,MO,St. Louis,MO,1,17.00,Compact,N
OBZXNU,1/8/13,1/9/13,1/10/13,AL,ALAMO RENT A CAR,Duluth/Superior,MN,Duluth/Superior,MN,1,47.00,Compact,N
OCBLJT,2/23/11,2/28/11,3/4/11,ET,ENTERPRISE CARS,San Francisco,CA,San Francisco,CA,4,19.00,Standard,Y
OCBRXW,11/14/11,11/22/11,11/23/11,AL,ALAMO RENT A CAR,Indianapolis,IN,Indianapolis,IN,1,42.00,Compact,N
OCCQXN,1/3/11,1/5/11,1/5/11,AL,ALAMO RENT A CAR,Billings,MT,Billings,MT,1,39.00,Compact,N
OCDINQ,3/23/12,3/26/12,3/27/12,ET,ENTERPRISE CARS,Louisville,KY,Louisville,KY,1,28.00,Compact,Y
OCDYKL,12/8/10,12/12/10,12/14/10,ZR,DOLLAR RENT A CAR,Washington D.C.-Dulles,DC,Washington D.C.-Dulles,DC,2,24.00,Economy,Y
OCECFN,10/21/11,10/26/11,10/26/11,ZD,BUDGET RENT A CAR,Burbank,CA,Burbank,CA,1,24.00,Compact,Y
OCHLRL,7/29/11,8/6/11,8/9/11,ZL,NATIONAL CAR RENTAL,Fairbanks,AK,Fairbanks,AK,3,59.00,Compact,N
OCHQSD,7/6/11,7/11/11,7/15/11,ZR,DOLLAR RENT A CAR,Boise,ID,Boise,ID,4,31.00,Compact,N
OCLMLE,3/7/12,3/10/12,3/13/12,ZR,DOLLAR RENT A CAR,San Diego,CA,San Diego,CA,3,35.54,Economy,N
OCNRXJ,7/29/11,8/3/11,8/5/11,ZL,NATIONAL CAR RENTAL,Jackson/Vicksburg,MS,Jackson/Vicksburg,MS,2,38.00,Compact,Y
OCNRXJ,8/1/11,8/4/11,8/5/11,ZL,NATIONAL CAR RENTAL,Jackson/Vicksburg,MS,Jackson/Vicksburg,MS,1,38.00,Compact,Y
OCRDJW,3/28/12,4/2/12,4/6/12,ZT,THRIFTY RENT A CAR,Houston-Hobby,TX,Houston-Hobby,TX,4,29.75,Compact,Y
OCTCVS,1/30/12,2/1/12,2/1/12,ZD,BUDGET RENT A CAR,Saipan,,Saipan,,1,37.00,Compact,Y
OCTRHA,2/16/11,2/22/11,2/23/11,ZL,NATIONAL CAR RENTAL,Laredo,TX,Laredo,TX,1,37.00,Compact,Y
OCVPNC,2/23/12,2/28/12,2/29/12,ZD,BUDGET RENT A CAR,Yuma,AZ,Yuma,AZ,1,33.00,Intermediate,N
ODAASF,5/31/12,6/5/12,6/6/12,ZT,THRIFTY RENT A CAR,Albuquerque,NM,Albuquerque,NM,1,30.00,Compact,Y
ODDJMS,12/7/11,12/12/11,12/15/11,ZI,AVIS RENT A CAR,Seattle/TacomA,WA,Seattle/TacomA,WA,3,54.00,Standard,Y
ODEXWQ,1/18/13,1/24/13,1/25/13,ZL,NATIONAL CAR RENTAL,Cleveland,OH,Cleveland,OH,1,33.00,Intermediate,Y
ODGOZY,3/16/12,3/19/12,3/19/12,ET,ENTERPRISE CARS,Cleveland,OH,Cleveland,OH,1,29.00,Economy,N
ODGOZY,3/19/12,3/20/12,3/20/12,ET,ENTERPRISE CARS,Cleveland,OH,Cleveland,OH,1,32.00,Compact,N
ODHLIG,3/2/12,3/25/12,3/29/12,ZI,AVIS RENT A CAR,Pago Pago,,Pago Pago,,4,67.50,Compact,N
ODJZXL,6/13/12,6/17/12,6/18/12,ZL,NATIONAL CAR RENTAL,Albuquerque,NM,Albuquerque,NM,1,15.00,Intermediate,N
ODNACG,2/27/12,2/29/12,3/2/12,ET,ENTERPRISE CARS,Salt Lake City,UT,Salt Lake City,UT,2,16.00,Compact,N
ODNYCX,9/16/11,9/20/11,9/23/11,AL,ALAMO RENT A CAR,Columbus,OH,Columbus,OH,3,45.00,Compact,N
ODOFNL,6/24/11,6/27/11,6/29/11,ZI,AVIS RENT A CAR,Huntington,WV,Huntington,WV,2,63.00,Compact,Y
ODPGAJ,6/22/11,6/26/11,7/1/11,ZL,NATIONAL CAR RENTAL,Albuquerque,NM,Albuquerque,NM,5,22.20,Intermediate,Y
ODQIGP,10/19/11,10/26/11,10/28/11,ZD,BUDGET RENT A CAR,Dallas/Ft Worth,TX,Dallas/Ft Worth,TX,2,41.00,Compact,Y
ODRMEQ,5/15/13,5/20/13,5/23/13,ZR,DOLLAR RENT A CAR,Spokane,WA,Spokane,WA,3,19.00,Compact,Y
ODSFYL,4/25/11,4/27/11,4/29/11,ZD,BUDGET RENT A CAR,Seattle/TacomA,WA,Seattle/TacomA,WA,2,68.50,Intermediate,N
ODSMOC,8/12/11,8/15/11,8/15/11,ET,ENTERPRISE CARS,Raleigh/Durham,NC,Raleigh/Durham,NC,1,29.00,Intermediate,N
ODTALI,8/28/13,8/29/13,8/30/13,ZI,AVIS RENT A CAR,Duluth,MN,Duluth,MN,1,44.90,Standard,Y
ODTAPK,3/31/11,4/5/11,4/6/11,AL,ALAMO RENT A CAR,Miami,FL,Miami,FL,1,23.00,Compact,N
ODUEEQ,5/18/11,5/23/11,5/24/11,ET,ENTERPRISE CARS,Cleveland,OH,Cleveland,OH,1,33.72,Compact,Y
ODVAYT,4/7/11,4/12/11,4/12/11,ZD,BUDGET RENT A CAR,San Diego,CA,San Diego,CA,1,29.00,Full Size,N
ODWBKS,11/10/10,11/15/10,11/17/10,ZI,AVIS RENT A CAR,Detroit-Metro,MI,Detroit-Metro,MI,2,97.00,Minivan,N
ODWLHL,1/25/12,1/29/12,2/2/12,ET,ENTERPRISE CARS,Kansas City-Intl,MO,Kansas City-Intl,MO,4,41.00,Economy,Y
ODYCXC,9/6/12,9/11/12,9/14/12,ET,ENTERPRISE CARS,Kansas City-Intl,MO,Kansas City-Intl,MO,3,51.00,Compact,Y
ODZQGX,11/10/11,11/15/11,11/18/11,ET,ENTERPRISE CARS,Raleigh/Durham,NC,Raleigh/Durham,NC,3,22.00,Standard,Y
OEAAWN,11/10/11,11/15/11,11/17/11,ZL,NATIONAL CAR RENTAL,Pittsburgh,PA,Pittsburgh,PA,2,64.00,Intermediate,N
OEAGUH,9/27/12,10/2/12,10/4/12,ET,ENTERPRISE CARS,Seattle/TacomA,WA,Seattle/TacomA,WA,2,35.00,Compact,N
OEDOIS,8/25/11,8/30/11,8/30/11,AL,ALAMO RENT A CAR,San Antonio,TX,San Antonio,TX,1,31.00,Compact,Y
OEFNGW,5/8/13,5/12/13,5/14/13,ET,ENTERPRISE CARS,Miami,FL,Miami,FL,2,27.91,Full Size,Y
OEJTBQ,1/26/11,2/1/11,2/2/11,ZI,AVIS RENT A CAR,Washington DC,DC,Washington DC,DC,1,36.00,Intermediate,N
OEKALZ,3/27/13,4/1/13,4/3/13,ET,ENTERPRISE CARS,Salt Lake City,UT,Salt Lake City,UT,2,16.00,Compact,Y
OEMGMW,9/19/12,9/24/12,9/30/12,ZT,THRIFTY RENT A CAR,Los Angeles,CA,Los Angeles,CA,6,55.50,Minivan,Y
OENTZI,4/28/11,5/3/11,5/5/11,AL,ALAMO RENT A CAR,Minneapolis/St Paul,MN,Minneapolis/St Paul,MN,2,32.00,Compact,Y
OEOCKM,8/17/11,8/21/11,8/26/11,ZL,NATIONAL CAR RENTAL,New York-Kennedy,NY,New York-Kennedy,NY,5,29.40,Compact,Y
OEOFPL,2/15/12,2/21/12,2/22/12,ZR,DOLLAR RENT A CAR,El Paso,TX,El Paso,TX,1,21.00,Compact,Y
OEPLON,8/21/13,8/26/13,8/30/13,AL,ALAMO RENT A CAR,Cincinnati,OH,Cincinnati,OH,4,32.00,Intermediate,Y
OEPLON,8/26/13,8/27/13,8/30/13,ZL,NATIONAL CAR RENTAL,Cincinnati,OH,Cincinnati,OH,3,31.00,Intermediate,N
OEPTWK,1/25/12,1/30/12,2/1/12,AL,ALAMO RENT A CAR,San Antonio,TX,San Antonio,TX,2,25.00,Intermediate,N
OEQFLU,5/17/12,5/22/12,5/23/12,ET,ENTERPRISE CARS,Wichita,KS,Wichita,KS,1,27.00,Compact,N
OEQXIE,12/29/10,1/5/11,1/6/11,ZR,DOLLAR RENT A CAR,San Antonio,TX,San Antonio,TX,1,17.00,Compact,Y
OEREYX,3/5/12,3/6/12,3/7/12,ET,ENTERPRISE CARS,Detroit-Metro,MI,Detroit-Metro,MI,1,32.00,Compact,N
OESKHK,8/24/11,8/29/11,8/31/11,AL,ALAMO RENT A CAR,New Bern,NC,New Bern,NC,2,33.00,Intermediate,N
OESSZI,11/4/10,11/9/10,11/9/10,ZR,DOLLAR RENT A CAR,Lihue - Kauai,HI,Lihue - Kauai,HI,1,36.00,Compact,Y
OEYCOR,11/3/10,11/8/10,11/10/10,AL,ALAMO RENT A CAR,Boston,MA,Boston,MA,2,28.00,Economy,Y
OEZDVE,9/12/11,9/15/11,9/15/11,AL,ALAMO RENT A CAR,Burbank,CA,Burbank,CA,1,23.00,Economy,N
OEZGCI,5/24/12,5/30/12,6/1/12,ZT,THRIFTY RENT A CAR,Seattle/TacomA,WA,Seattle/TacomA,WA,2,32.00,Compact,Y
OF7ORD,10/1/10,10/6/10,10/7/10,ZE,HERTZ RENT A CAR,Phoenix,AZ,Phoenix,AZ,1,68.00,Intermediate,N
OF7ORD,10/4/10,10/6/10,10/8/10,ZE,HERTZ RENT A CAR,Phoenix,AZ,Phoenix,AZ,2,68.00,Intermediate,N
OFAEDB,2/10/11,2/15/11,2/18/11,AL,ALAMO RENT A CAR,Kansas City-Intl,MO,Kansas City-Intl,MO,3,25.00,Compact,Y
OFBFFK,12/20/10,12/23/10,12/24/10,ZL,NATIONAL CAR RENTAL,Harlingen,TX,Harlingen,TX,1,41.00,Intermediate,Y
OFBFFK,12/22/10,12/26/10,12/27/10,ZL,NATIONAL CAR RENTAL,Harlingen,TX,Harlingen,TX,1,41.00,Intermediate,N
OFBOZG,5/17/13,5/22/13,5/23/13,ET,ENTERPRISE CARS,Memphis,TN,Memphis,TN,1,39.00,Standard,Y
OFBSGB,8/5/11,8/10/11,8/12/11,ZL,NATIONAL CAR RENTAL,Los Angeles,CA,Los Angeles,CA,2,47.00,Intermediate,N
OFCDXU,12/29/10,1/4/11,1/5/11,FX,FOX RENT A CAR,Kansas City-Intl,MO,Kansas City-Intl,MO,1,25.02,Compact,Y
OFCDXU,12/29/10,1/5/11,1/6/11,AL,ALAMO RENT A CAR,Denver,CO,Denver,CO,1,35.00,Compact,Y
OFCOCE,4/20/12,4/25/12,4/26/12,AL,ALAMO RENT A CAR,San Diego,CA,San Diego,CA,1,24.00,Full Size,N
OFDDFH,11/9/12,11/14/12,11/16/12,ZD,BUDGET RENT A CAR,Tampa/St Petersburg,FL,Tampa/St Petersburg,FL,2,35.00,Intermediate,N
OFEFKQ,12/15/11,12/19/11,12/21/11,ZL,NATIONAL CAR RENTAL,Cincinnati,OH,Cincinnati,OH,2,34.00,Intermediate,N
OFGZGL,6/20/12,6/25/12,6/29/12,ZL,NATIONAL CAR RENTAL,Pensacola,FL,Pensacola,FL,4,39.00,Intermediate,Y
OFHJTK,1/12/12,1/18/12,1/19/12,AL,ALAMO RENT A CAR,Los Angeles,CA,Los Angeles,CA,1,11.00,Compact,Y
