GDS Record Locator,Reservation Date,Ticket Issue Date,Trip Departure Date,Ticket Number,Airline Name,Cabin Class,Domestic / International Indicator,Origin Airport Code,Destination Airport Code,Routing,Invoice Amount,Tax Amount,Total Amount,Mileage,Exchange Indicator,Exchange Original Ticket Number,Refund  Indicator,Original Invoice Number,Online Indicator,Fare Category
2AJEHZ,9/10/10,9/29/10,10/2/10,8615792115,ALASKA,Coach,D,SEA,SAN,SEA/SAN/SEA,266.04,41.36,307.4,2105.465972,N,,N,,Y,_CA Deep Discount City Pair Fare (Contract)
2AJEHZ,9/10/10,10/1/10,10/2/10,8616079584,ALASKA,Coach,D,SEA,SAN,SEA/SAN/SEA,,,,2105.465972,Y,8615792115,N,8615792115,N,_CA Deep Discount City Pair Fare (Contract)
2AL9DA,9/10/10,10/1/10,10/3/10,8616024915,AMERICAN,Coach,D,DCA,SAN,DCA/DFW/SAN,185.12,35.28,220.4,2361.124359,N,,N,,N,_CA Deep Discount City Pair Fare (Contract)
2AL9DA,9/10/10,10/1/10,10/7/10,8616024917,US AIRWAYS,Coach,D,OAK,DCA,OAK/PHX/DCA,282.72,42.6,325.32,2621.365808,N,,N,,N,_CA Deep Discount City Pair Fare (Contract)
2ALMPE,9/10/10,10/1/10,10/6/10,8615970753,FRONTIER AIRLINES,Coach,D,LGA,DEN,LGA/DEN/LGA,334.88,46.52,381.4,3258.267437,N,,N,,Y,YCA City Pair Fare (Contract)
2AN79G,9/10/10,9/29/10,10/4/10,8615792084,FRONTIER AIRLINES,Coach,D,DCA,DEN,DCA/DEN/DCA,305.12,44.28,349.4,2970.414318,N,,N,,Y,_CA Deep Discount City Pair Fare (Contract)
2AN933,9/10/10,10/20/10,10/25/10,8617457581,AMERICAN,Coach,D,GPT,LAS,GPT/DFW/LAS/DFW/GPT,669.76,93.04,762.8,3107.662945,N,,N,,Y,_CA Deep Discount City Pair Fare (Contract)
2AOUJD,9/10/10,9/30/10,10/5/10,,SOUTHWEST,Coach,D,SAN,OAK,SAN/OAK,173.7,,173.7,446.9182672,N,,N,,N,Economy Unrestricted Fare (Non-Contract)
2AQLI3,9/10/10,10/1/10,10/4/10,8616024648,JET BLUE AIRWAYS,Coach,D,JFK,SEA,JFK/SEA/JFK,480,57.4,537.4,4835.439623,N,,N,,N,Economy Discounted Government (Non-Contract)
2AW3Q9,9/10/10,10/1/10,10/3/10,,SOUTHWEST AIR,Coach,D,PDX,DEN,PDX/DEN,159.7,,159.7,984.0415394,N,,N,,N,Economy Unrestricted Fare (Non-Contract)
2AY7MG,,11/15/10,10/25/10,8617494702,ALASKA,Coach,D,SEA,LAS,SEA/LAS/SEA,-119.7,0,-119.7,-1735.606068,N,,P,,N,_CA Deep Discount City Pair Fare (Contract)
2AY7MG,,11/15/10,10/28/10,8617840665,ALASKA,Coach,D,LAS,PDX,LAS/PDX,-101.4,-18.3,-119.7,-763.6017885,N,,Y,,N,_CA Deep Discount City Pair Fare (Contract)
2AY7MG,,11/15/10,10/29/10,8617840667,UNITED AIRLINES,Coach,D,PDX,SEA,PDX/SEA,-59.53,-15.17,-74.7,-129.3736427,N,,Y,,N,_CA Deep Discount City Pair Fare (Contract)
2AY7MG,9/10/10,10/25/10,10/29/10,8617840667,UNITED AIRLINES,Coach,D,PDX,SEA,PDX/SEA,59.53,15.17,74.7,129.3736427,N,,N,,N,_CA Deep Discount City Pair Fare (Contract)
2AY7MG,9/10/10,10/25/10,10/28/10,8617840665,ALASKA,Coach,D,LAS,PDX,LAS/PDX,101.4,18.3,119.7,763.6017885,N,,N,,N,_CA Deep Discount City Pair Fare (Contract)
2AY7MG,9/10/10,10/26/10,10/27/10,8617924679,ALASKA,Coach,D,LAS,PDX,LAS/PDX/SEA,160.93,33.47,194.4,892.9754313,N,,N,,N,Economy Discounted Government (Non-Contract)
2AY7MG,9/10/10,10/20/10,10/25/10,8617494702,ALASKA,Coach,D,SEA,LAS,SEA/LAS/SEA,202.8,36.6,239.4,1735.606068,N,,N,,N,_CA Deep Discount City Pair Fare (Contract)
2C36PQ,9/13/10,10/14/10,10/19/10,8617015998,UNITED AIRLINES,Coach,D,IAD,SFO,IAD/SFO/IAD,240,39.4,279.4,4830.898039,N,,N,,Y,_CA Deep Discount City Pair Fare (Contract)
2D2QOD,,10/5/10,10/4/10,8615792061,US AIRWAYS,Coach,D,PHL,SEA,PHL/SEA/PHL,-1206.38,-111.88,-1318.26,-4748.087647,N,,Y,,Y,YCA City Pair Fare (Contract)
2D2QOD,9/13/10,9/29/10,10/4/10,8615792061,US AIRWAYS,Coach,D,PHL,SEA,PHL/SEA/PHL,1206.38,111.88,1318.26,4748.087647,N,,N,,Y,YCA City Pair Fare (Contract)
2D54JN,9/13/10,10/13/10,10/18/10,8616933304,ALASKA,Coach,D,SEA,DCA,SEA/DCA/SEA,351.62,47.78,399.4,4649.514123,N,,N,,Y,_CA Deep Discount City Pair Fare (Contract)
2D6HOX,9/13/10,9/29/10,10/3/10,8615792073,AMERICAN,Coach,D,ORD,SAN,ORD/SAN/ORD,314.42,44.98,359.4,3443.310878,N,,N,,Y,_CA Deep Discount City Pair Fare (Contract)
2D775A,,11/3/10,10/14/10,8616529952,UNITED AIRLINES,Coach,D,DEN,BIL,DEN/BIL/DEN,-168.7,0,-168.7,-914.5280622,N,,P,,Y,_CA Deep Discount City Pair Fare (Contract)
2D775A,9/13/10,10/8/10,10/14/10,8616529952,UNITED AIRLINES,Coach,D,DEN,BIL,DEN/BIL/DEN,293.96,41.94,335.9,914.5280622,N,,N,,Y,_CA Deep Discount City Pair Fare (Contract)
2D9J4E,,10/19/10,9/22/10,8614512476,AMERICAN,Coach,I,SJU,STT,SJU/STT/SJU/STX/SJU/MIA/EWR,-598.18,0,-598.18,-2463.225984,N,,P,,N,_CA Deep Discount City Pair Fare (Contract)
2DA4EI,9/13/10,10/13/10,10/18/10,8616933415,JET BLUE AIRWAYS,Coach,D,IAD,MCO,IAD/MCO/IAD,240,39.4,279.4,1520.046182,N,,N,,Y,_CA Deep Discount City Pair Fare (Contract)
2DCRCX,9/13/10,10/13/10,10/17/10,,SOUTHWEST AIR,Coach,D,BWI,ABQ,BWI/ABQ/BWI,537.9,,537.9,3335.993651,N,,N,,N,Economy Unrestricted Fare (Non-Contract)
2DE3N8,9/13/10,10/20/10,10/25/10,8617457401,UNITED AIRLINES,Coach,D,IAD,LAS,IAD/LAS/IAD,671.62,71.78,743.4,4125.796605,N,,N,,N,_CA Deep Discount City Pair Fare (Contract)
2DE3N8,9/13/10,10/24/10,10/25/10,8617702620,UNITED AIRLINES,Coach,D,IAD,LAS,IAD/LAS/IAD,,,,4125.796605,Y,8617457401,N,8617457401,N,_CA Deep Discount City Pair Fare (Contract)
2DIXPY,9/13/10,10/7/10,10/12/10,,SOUTHWEST AIR,Coach,D,PHL,PIT,PHL/PIT/PHL,259.4,,259.4,536.1532997,N,,N,,Y,Economy Unrestricted Fare (Non-Contract)
2DLMZS,9/13/10,11/9/10,11/15/10,8618967098,AMERICAN,Coach,D,MCI,ORD,MCI/ORD/MCI,156.28,33.12,189.4,806.286146,N,,N,,N,_CA Deep Discount City Pair Fare (Contract)
2DPDIF,9/13/10,9/27/10,10/4/10,8615524527,UNITED AIRLINES,Coach,D,ORD,SEA,ORD/SEA/ORD,532.1,61.3,593.4,3435.65037,N,,N,,N,Economy Discounted Government (Non-Contract)
2DW64Q,9/13/10,10/1/10,10/5/10,8615970765,AMERICAN,Coach,D,MIA,LGA,MIA/LGA,466.98,45.72,512.7,1100.03903,N,,N,,N,YCA City Pair Fare (Contract)
2DXBF2,9/13/10,10/13/10,10/18/10,8616919961,AMERICAN,Coach,D,MCI,ABQ,MCI/ABQ/DFW/MCI,336.74,59.56,396.3,1746.542826,N,,N,,Y,_CA Deep Discount City Pair Fare (Contract)
2DXLAE,9/13/10,9/29/10,10/4/10,8615791944,DELTA AIR LINES,Coach,D,ATL,LAS,ATL/LAS/ATL,444.66,54.74,499.4,3489.395539,N,,N,,Y,Economy Discounted Government (Non-Contract)
2DZ7DW,9/13/10,10/8/10,10/12/10,8616579866,AMERICAN,Coach,D,DFW,LAS,DFW/LAS/DFW,135.82,10.18,146,2109.49372,Y,8616529845,N,8616529845,N,YCA City Pair Fare (Contract)
2DZ7DW,9/13/10,10/8/10,10/12/10,8616529845,AMERICAN,Coach,D,DFW,LAS,DFW/LAS/DFW,271.62,41.78,313.4,2109.49372,N,,N,,Y,_CA Deep Discount City Pair Fare (Contract)
2E5RJE,9/14/10,11/10/10,11/14/10,8618967289,UNITED AIRLINES,Coach,D,IAD,SAT,IAD/SAT/IAD,372.1,49.3,421.4,2723.192263,N,,N,,N,_CA Deep Discount City Pair Fare (Contract)
2E5RJE,9/14/10,11/17/10,11/20/10,8619361011,UNITED AIRLINES,Coach,D,SAT,IAD,SAT/IAD,,,,1361.59623,Y,8618967289,N,8618967289,N,_CA Deep Discount City Pair Fare (Contract)
2EBC6J,9/13/10,10/1/10,10/4/10,8616024818,ALASKA,Coach,D,SEA,ANC,SEA/ANC/SEA,817.14,42.96,860.1,2894.838256,N,,N,,N,YCA City Pair Fare (Contract)
2F7NII,9/14/10,10/22/10,10/22/10,8617642416,UNITED AIRLINES,Coach,D,ABQ,SFO,ABQ/LAX/SFO,199.07,34.83,233.9,1014.55573,N,,N,,N,YCA City Pair Fare (Contract)
2F7NII,9/14/10,10/13/10,10/18/10,8616933296,UNITED AIRLINES,Coach,D,SFO,ABQ,SFO/ABQ/LAX/SFO,398.14,60.46,458.6,1909.903948,N,,N,,N,YCA City Pair Fare (Contract)
2FAYCN,9/14/10,10/14/10,10/19/10,8617047138,DELTA AIR LINES,Coach,D,DCA,DTW,DCA/DTW/DCA,409.3,52.1,461.4,810.4272499,N,,N,,N,_CA Deep Discount City Pair Fare (Contract)
2FB7LL,,10/4/10,10/3/10,8615792109,UNITED AIRLINES,Coach,D,IAD,SAN,IAD/SAN/IAD,-519.7,0,-519.7,-4501.042195,N,,P,,Y,_CA Deep Discount City Pair Fare (Contract)
2FB7LL,9/14/10,10/4/10,10/6/10,8616206673,UNITED AIRLINES,Coach,D,SAN,IAD,SAN/IAD,473.49,46.21,519.7,2250.521242,N,,N,,Y,_CA Deep Discount City Pair Fare (Contract)
2FB7LL,9/14/10,9/29/10,10/3/10,8615792109,UNITED AIRLINES,Coach,D,IAD,SAN,IAD/SAN/IAD,946.98,92.42,1039.4,4501.042195,N,,N,,Y,_CA Deep Discount City Pair Fare (Contract)
2FBGYB,9/14/10,10/13/10,10/17/10,8616919853,AMERICAN,Coach,D,DFW,ABQ,DFW/ABQ/DFW,388.84,49.06,437.9,1137.517699,N,,N,,N,_CA Deep Discount City Pair Fare (Contract)
2FCWU2,,9/24/10,10/1/10,8615161624,ALASKA,Coach,D,DCA,SEA,DCA/SEA,-175.81,-23.89,-199.7,-2324.756905,N,,Y,,N,_CA Deep Discount City Pair Fare (Contract)
2FCWU2,9/14/10,9/22/10,10/1/10,8615161624,ALASKA,Coach,D,DCA,SEA,DCA/SEA,175.81,23.89,199.7,2324.756905,N,,N,,N,_CA Deep Discount City Pair Fare (Contract)
2FLAZ9,9/14/10,10/28/10,10/29/10,8618113262,ALASKA,Coach,D,LAS,SEA,LAS/SEA,55.81,4.19,60,867.8028797,Y,8617457680,N,8617457680,N,YCA City Pair Fare (Contract)
2FLAZ9,9/14/10,10/20/10,10/24/10,8617457680,ALASKA,Coach,D,SEA,LAS,SEA/LAS/SEA,202.8,36.6,239.4,1735.606068,N,,N,,Y,_CA Deep Discount City Pair Fare (Contract)
2FO8Z4,9/14/10,9/30/10,10/4/10,8615912754,AMERICAN,Coach,D,DTW,ORD,DTW/ORD,81.86,16.84,98.7,234.5189485,N,,N,,Y,YCA City Pair Fare (Contract)
2FO8Z4,9/14/10,9/30/10,10/6/10,8615912755,DELTA AIR LINES,Coach,D,MDW,DTW,MDW/DTW,300.47,33.23,333.7,229.1399818,N,,N,,Y,YCA City Pair Fare (Contract)
2FQ2P9,9/14/10,10/20/10,10/25/10,8617457507,UNITED AIRLINES,Coach,D,SFO,LAS,SFO/LAS/SFO,141.4,32,173.4,826.9360795,N,,N,,N,_CA Deep Discount City Pair Fare (Contract)
2FQ3ID,9/14/10,10/20/10,10/24/10,8617457509,UNITED AIRLINES,Coach,D,SFO,LAS,SFO/LAS/SFO,147.91,32.49,180.4,826.9360795,N,,N,,N,YCA City Pair Fare (Contract)
2FU4BR,9/14/10,10/28/10,10/29/10,8618113235,ALASKA,Coach,D,LAS,SEA,LAS/SEA,55.81,4.19,60,867.8028797,Y,8617457697,N,8617457697,N,YCA City Pair Fare (Contract)
2FU4BR,9/14/10,10/20/10,10/24/10,8617457697,ALASKA,Coach,D,SEA,LAS,SEA/LAS/SEA,202.8,36.6,239.4,1735.606068,N,,N,,Y,_CA Deep Discount City Pair Fare (Contract)
2FU8Y7,9/14/10,10/7/10,10/12/10,8616445763,FRONTIER AIRLINES,Coach,D,MCI,DCA,MCI/DCA/MCI,247.44,39.96,287.4,1897.501878,N,,N,,Y,YCA City Pair Fare (Contract)
2FUL22,9/14/10,10/13/10,10/17/10,,SOUTHWEST AIR,Coach,D,DCA,STL,DCA/STL/BWI,156.7,,156.7,1454.173289,N,,N,,Y,Economy Unrestricted Fare (Non-Contract)
2FUL22,9/14/10,10/13/10,10/17/10,8616933321,AMERICAN,Coach,D,DCA,STL,DCA/STL,205.58,26.12,231.7,717.7550269,N,,N,,Y,YCA City Pair Fare (Contract)
2FUU7E,9/14/10,10/13/10,10/17/10,8616933310,AMERICAN,Coach,D,DCA,STL,DCA/STL/DCA,273.48,41.92,315.4,1435.51032,N,,N,,Y,_CA Deep Discount City Pair Fare (Contract)
2FUZ6W,9/14/10,10/13/10,10/18/10,,SOUTHWEST AIR,Coach,D,SMF,ABQ,SMF/ABQ/LAS/SMF,392.3,,392.3,1749.793862,N,,N,,N,Economy Unrestricted Fare (Non-Contract)
2FWF6W,9/14/10,10/13/10,10/17/10,8616933299,UNITED AIRLINES,Coach,D,IAD,ABQ,IAD/ABQ/IAD,422.32,51.58,473.9,3251.16752,N,,N,,N,_CA Deep Discount City Pair Fare (Contract)
2G2XDP,9/15/10,9/29/10,10/4/10,8615792111,US AIRWAYS,Coach,D,DCA,IND,DCA/IND/DCA,446.38,54.88,501.26,996.3764989,N,,N,,Y,_CA Deep Discount City Pair Fare (Contract)
2G3NRP,9/15/10,10/4/10,10/4/10,,SOUTHWEST AIR,Coach,D,PHL,DEN,PHL/DEN,159.7,,159.7,1566.781055,N,,N,,Y,Economy Unrestricted Fare (Non-Contract)
2G3SD8,9/15/10,10/5/10,10/8/10,,AIRTRAN AIRLINES,Coach,D,DEN,ATL,DEN/ATL/DEN,297.4,,297.4,2414.619112,N,,N,,N,Economy Restricted Fare (Non-Contract)
2GVCRN,9/15/10,10/21/10,10/25/10,8617586944,AMERICAN,Coach,D,DFW,LAS,DFW/LAS/DFW,407.44,51.96,459.4,2109.49372,N,,N,,N,YCA City Pair Fare (Contract)
2GWCNJ,9/15/10,10/7/10,10/12/10,8616445784,FRONTIER AIRLINES,Coach,D,MCI,LGA,MCI/LGA/MCI,586.04,65.36,651.4,2212.712894,N,,N,,Y,YCA City Pair Fare (Contract)
2GXIUQ,,11/3/10,7/11/10,8609489748,AMERICAN,Coach,D,SMF,IND,SMF/DFW/IND/DFW/SMF,-212.4,0,-212.4,-4385.489682,N,,P,,N,YCA City Pair Fare (Contract)
2GYF7L,9/15/10,10/13/10,10/18/10,8616933399,AMERICAN,Coach,D,PHL,ABQ,PHL/DFW/ABQ/DFW/PHL,260.46,60.84,321.3,3740.053725,N,,N,,N,_CA Deep Discount City Pair Fare (Contract)
2GZ2L6,9/15/10,10/13/10,10/18/10,,SOUTHWEST AIR,Coach,D,LAS,ABQ,LAS/ABQ/LAS,483.9,,483.9,972.1465546,N,,N,,N,Economy Unrestricted Fare (Non-Contract)
2HASRM,9/15/10,10/13/10,10/17/10,8616933420,UNITED AIRLINES,Coach,D,SFO,ABQ,SFO/ABQ/LAX/SFO,398.14,60.46,458.6,1909.903948,N,,N,,N,YCA City Pair Fare (Contract)
2HDX9G,9/15/10,9/29/10,10/4/10,8615792089,ALASKA,Coach,D,DCA,SEA,DCA/SEA/DCA,398.14,51.26,449.4,4649.514123,N,,N,,Y,YCA City Pair Fare (Contract)
2HGJ8X,9/15/10,9/28/10,10/1/10,8615669104,FRONTIER AIRLINES,Coach,D,DEN,MSY,DEN/MSY/DEN,475.35,57.05,532.4,2134.944265,N,,N,,N,YCA City Pair Fare (Contract)
2HGMIY,9/15/10,10/4/10,10/6/10,,AIRTRAN AIRLINES,Coach,D,ATL,JAX,ATL/JAX/ATL,217.4,,217.4,540.9299457,N,,N,,N,Economy Restricted Fare (Non-Contract)
2HGX89,,10/19/10,10/19/10,8616392116,FRONTIER AIRLINES,Coach,D,MSY,DEN,MSY/DEN,-166.51,-23.19,-189.7,-1067.471961,N,,Y,,N,_CA Deep Discount City Pair Fare (Contract)
2HGX89,9/15/10,10/6/10,10/19/10,8616392116,FRONTIER AIRLINES,Coach,D,MSY,DEN,MSY/DEN,166.51,23.19,189.7,1067.471961,N,,N,,N,_CA Deep Discount City Pair Fare (Contract)
2HGX89,9/15/10,10/18/10,10/19/10,8617296969,AMERICAN,Coach,D,MSY,DEN,MSY/DFW/DEN,166.51,33.89,200.4,1092.121047,N,,N,,N,Economy Discounted Government (Non-Contract)
2HHHIX,9/15/10,11/16/10,11/17/10,8619360974,US AIRWAYS,Coach,D,LAS,DCA,LAS/PHL/DCA,,10.7,10.7,2291.784238,Y,8617546753,N,8617546753,N,_CA Deep Discount City Pair Fare (Contract)
2HHHIX,9/15/10,10/21/10,11/13/10,8617546753,US AIRWAYS,Coach,D,DCA,LAS,DCA/LAS/DCA,593.49,65.91,659.4,4171.9668,N,,N,,Y,YCA City Pair Fare (Contract)
2HJFRD,9/15/10,10/21/10,12/4/10,8617609168,UNITED AIRLINES,Coach,D,IAD,SFO,IAD/SFO/IAD,240,39.4,279.4,4830.898039,N,,N,,Y,_CA Deep Discount City Pair Fare (Contract)
2HLI25,,10/27/10,10/4/10,8615847968,AMERICAN,Coach,D,ORD,LGA,ORD/LGA/ORD,-90.84,-37.86,-128.7,-1464.084353,N,,P,,Y,_CA Deep Discount City Pair Fare (Contract)
2HLI25,9/15/10,10/4/10,10/5/10,8616206807,AMERICAN,Coach,D,LGA,ORD,LGA/ORD,132.09,20.61,152.7,732.0420433,N,,N,,Y,YCA City Pair Fare (Contract)
2HLI25,9/15/10,9/30/10,10/4/10,8615847968,AMERICAN,Coach,D,ORD,LGA,ORD/LGA/ORD,219.54,37.86,257.4,1464.084353,N,,N,,Y,_CA Deep Discount City Pair Fare (Contract)
2HN2I4,9/15/10,10/13/10,10/18/10,8616933311,AMERICAN,Coach,D,EWR,ABQ,EWR/DFW/ABQ/DFW/EWR,372.1,69.2,441.3,3879.594248,N,,N,,N,YCA City Pair Fare (Contract)
2HRUNL,9/15/10,10/7/10,10/12/10,8616492785,ALASKA,Coach,D,SEA,LAS,SEA/LAS/SEA,258.61,40.79,299.4,1735.606068,N,,N,,N,YCA City Pair Fare (Contract)
2HRWMC,9/15/10,10/28/10,10/29/10,8618113260,ALASKA,Coach,D,LAS,SEA,LAS/SEA,55.81,4.19,60,867.8028797,Y,8617457462,N,8617457462,N,YCA City Pair Fare (Contract)
2HRWMC,9/15/10,10/20/10,10/24/10,8617457462,ALASKA,Coach,D,SEA,LAS,SEA/LAS/SEA,202.8,36.6,239.4,1735.606068,N,,N,,N,_CA Deep Discount City Pair Fare (Contract)
2HSLU9,,10/20/10,8/9/10,8609653131,AMERICAN,Coach,D,DFW,BUF,DFW/ORD/BUF/ORD/DFW,-246.4,0,-246.4,-2549.993659,N,,P,,N,Economy Discounted Government (Non-Contract)
2HW879,9/15/10,10/1/10,10/5/10,8615970682,ALASKA,Coach,D,SEA,ANC,SEA/ANC/SEA,791.36,42.75,834.11,2894.838256,N,,N,,N,_CA Deep Discount City Pair Fare (Contract)
2HW8RZ,9/15/10,10/4/10,10/5/10,8616206698,ALASKA,Coach,D,SEA,ANC,SEA/ANC/SEA,791.36,42.75,834.11,2894.838256,N,,N,,N,_CA Deep Discount City Pair Fare (Contract)
2HW8SH,9/15/10,10/4/10,10/5/10,8616079845,ALASKA,Coach,D,SEA,ANC,SEA/ANC/SEA,791.36,42.75,834.11,2894.838256,N,,N,,N,_CA Deep Discount City Pair Fare (Contract)
2HWQ2R,9/15/10,9/30/10,10/5/10,8615912785,ALASKA,Coach,D,SEA,ANC,SEA/ANC/SEA,791.36,42.75,834.11,2894.838256,N,,N,,N,_CA Deep Discount City Pair Fare (Contract)
2HYIBF,9/15/10,10/20/10,10/25/10,8617457699,UNITED AIRLINES,Coach,D,RAP,LAS,RAP/DEN/LAS/DEN/RAP,580.46,86.34,666.8,1851.25712,N,,N,,Y,YCA City Pair Fare (Contract)
2I392E,9/16/10,10/13/10,10/18/10,8616933312,AMERICAN,Coach,D,MCI,ABQ,MCI/ABQ/DFW/MCI,336.74,59.56,396.3,1746.542826,N,,N,,Y,_CA Deep Discount City Pair Fare (Contract)
2I3MU7,9/16/10,10/22/10,10/25/10,,SOUTHWEST AIR,Coach,D,DEN,LAS,DEN/LAS/DEN,219.4,,219.4,1230.474703,N,,N,,Y,Economy Unrestricted Fare (Non-Contract)
2I5CUN,9/16/10,10/13/10,10/17/10,8616919868,AMERICAN,Coach,D,DFW,ABQ,DFW/ABQ/DFW,388.84,49.06,437.9,1137.517699,N,,N,,N,_CA Deep Discount City Pair Fare (Contract)
2I5D6G,9/16/10,10/13/10,10/17/10,8616919821,AMERICAN,Coach,D,DFW,ABQ,DFW/ABQ/DFW,388.84,49.06,437.9,1137.517699,N,,N,,N,_CA Deep Discount City Pair Fare (Contract)
2IUDY5,,10/1/11,9/30/10,,AMERICAN,Coach,D,SFO,MIA,SFO/MIA,-266.98,-30.72,-297.7,-2583.910441,N,,Y,,N,_CA Deep Discount City Pair Fare (Contract)
2JBC6H,9/16/10,10/13/10,10/18/10,8616919856,AMERICAN,Coach,D,DCA,ABQ,DCA/ORD/ABQ/DFW/DCA,346.04,67.26,413.3,3487.551783,N,,N,,N,_CA Deep Discount City Pair Fare (Contract)
2JBCGA,9/16/10,9/29/10,10/3/10,8615669272,AMERICAN,Coach,D,ELP,DCA,ELP/DFW/DCA/DFW/ELP,563.72,85.08,648.8,3486.861162,N,,N,,Y,YCA City Pair Fare (Contract)
2JDGJ8,9/16/10,10/1/10,10/6/10,8615970822,UNITED AIRLINES,Coach,D,IAD,BNA,IAD/BNA/IAD,930.24,89.66,1019.9,1083.605434,N,,N,,Y,YCA City Pair Fare (Contract)
2JDQSZ,9/16/10,10/13/10,10/18/10,,VIRGIN AMERICA,Coach,D,SFO,LAX,SFO/LAX/SFO,129.4,,129.4,675.7402632,N,,N,,Y,Economy Restricted Fare (Non-Contract)
2JMI73,9/16/10,9/30/10,10/6/10,8615912735,DELTA AIR LINES,Coach,D,ATL,BOS,ATL/BOS/ATL,333.02,46.38,379.4,1892.508981,N,,N,,N,Economy Discounted Government (Non-Contract)
2JNAOR,9/16/10,10/8/10,10/13/10,,SOUTHWEST AIR,Coach,D,MDW,MSP,MDW/MSP/MDW,341.4,,341.4,695.2925979,N,,N,,Y,Economy Unrestricted Fare (Non-Contract)
2JOR7F,9/16/10,10/13/10,10/17/10,8616919824,AMERICAN,Coach,D,AUS,ABQ,AUS/DFW/ABQ/DFW/AUS,577.68,84.62,662.3,1505.740708,N,,N,,N,YCA City Pair Fare (Contract)
2JW49R,9/17/10,10/15/10,10/17/10,8617122677,UNITED AIRLINES,Coach,I,ICN,ABQ,ICN/SFO/ABQ/LAX/ICN,1336,187.7,1523.7,13174.66348,N,,N,,N,YCA City Pair Fare (Contract)
2JXBND,9/17/10,10/1/10,10/4/10,,SOUTHWEST AIR,Coach,D,SFO,DEN,SFO/DEN/SFO,299.4,,299.4,1908.817923,N,,N,,Y,Economy Unrestricted Fare (Non-Contract)
2LB4J5,9/17/10,10/6/10,10/12/10,8616445639,AMERICAN,Coach,D,ORD,MSP,ORD/MSP/ORD,200.94,36.46,237.4,668.8111741,N,,N,,N,YCA City Pair Fare (Contract)
2LB4J5,9/17/10,10/6/10,10/12/10,8616445640,DELTA AIR LINES,Coach,D,MSP,INL,MSP/INL/MSP,472.56,49.44,522,508.9246669,N,,N,,N,_CA Deep Discount City Pair Fare (Contract)
2LCUQD,9/17/10,9/30/10,10/5/10,8615912982,JET BLUE AIRWAYS,Coach,I,SJU,JFK,SJU/JFK/SYR/MCO/SJU,864.05,60.2,924.25,4058.261565,N,,N,,N,_CA Deep Discount City Pair Fare (Contract)
2LDS84,9/17/10,10/20/10,10/25/10,8617467305,ALASKA,Coach,D,SEA,LAS,SEA/LAS/SEA,314.42,44.98,359.4,1735.606068,N,,N,,Y,YCA City Pair Fare (Contract)
2LEGCO,9/17/10,10/13/10,10/17/10,8616933390,UNITED AIRLINES,Coach,D,IAD,ABQ,IAD/ABQ/IAD,422.32,51.58,473.9,3251.16752,N,,N,,N,_CA Deep Discount City Pair Fare (Contract)
2LEODR,9/17/10,9/29/10,10/3/10,8615847768,FRONTIER AIRLINES,Coach,D,DEN,DCA,DEN/DCA/DEN,351.63,47.77,399.4,2970.414318,N,,N,,N,YCA City Pair Fare (Contract)
2LSU5V,,10/9/10,7/12/10,8609266848,UNITED AIRLINES,Coach,D,BIL,PHX,BIL/DEN/PHX/DEN/BIL,-315.4,0,-315.4,-2092.76185,N,,P,,Y,Economy Discounted Government (Non-Contract)
2N2A5P,,10/8/10,9/12/10,8614109181,AMERICAN,Coach,D,SAT,ABQ,SAT/DFW/ABQ,-159.07,-33.33,-192.4,-816.0633914,N,,Y,,Y,_CA Deep Discount City Pair Fare (Contract)
2N2A5P,,10/8/10,9/15/10,8614109182,UNITED AIRLINES,Coach,D,ABQ,DEN,ABQ/DEN,-108.84,-17.36,-126.2,-340.1459614,N,,Y,,Y,_CA Deep Discount City Pair Fare (Contract)
2NX8E6,9/20/10,10/7/10,10/12/10,8616445713,FRONTIER AIRLINES,Coach,D,MCI,DCA,MCI/DCA/MCI,176.74,34.66,211.4,1897.501878,N,,N,,Y,_CA Deep Discount City Pair Fare (Contract)
2NY464,9/20/10,9/23/10,10/1/10,8615249763,FRONTIER AIRLINES,Coach,D,DCA,MCI,DCA/MCI,159.07,22.63,181.7,948.7507998,N,,N,,N,YCA City Pair Fare (Contract)
2O7IQW,9/20/10,9/30/10,10/5/10,,SOUTHWEST,Coach,D,LAS,RNO,LAS/RNO/LAS,321.4,,321.4,691.8654351,N,,N,,N,Economy Unrestricted Fare (Non-Contract)
2OEQVY,9/20/10,10/11/10,10/18/10,8616633598,AMERICAN,Coach,D,DCA,ABQ,DCA/DFW/ABQ/DFW/DCA,346.04,67.26,413.3,3519.695784,N,,N,,N,_CA Deep Discount City Pair Fare (Contract)
2OEV4U,9/20/10,10/1/10,10/7/10,8616079565,UNITED AIRLINES,Coach,D,DEN,BIL,DEN/BIL_HLN/DEN,832.56,83.84,916.4,1050.215347,N,,N,,N,YCA City Pair Fare (Contract)
2OEVOY,9/20/10,9/30/10,10/4/10,8615912736,UNITED AIRLINES,Coach,D,DEN,RAP,DEN/RAP_BIS/DEN,813.96,82.44,896.4,837.5124387,N,,N,,N,YCA City Pair Fare (Contract)
2OHJO9,9/20/10,10/7/10,10/12/10,8616445896,UNITED AIRLINES,Coach,D,IAD,DEN,IAD/DEN/IAD,842.8,84.6,927.4,2923.989026,N,,N,,Y,_CA Deep Discount City Pair Fare (Contract)
